-40.7811,169.44
-39.6188,169.28
-38.8527,169.44
-38.2443,169.72
-37.6967,169.64
-37.2308,168.72
-36.7807,169.52
-36.3893,169.52
-36.0073,169
-35.6456,169.56
-35.3182,169.84
-34.9907,169
-34.6773,169.12
-34.3906,169.56
-34.104,169.52
-33.8195,169.48
-33.558,169.56
-33.3033,169.96
-33.0492,169.16
-32.7971,169.28
-32.5629,169.68
-32.3354,169.64
-32.1044,169.92
-31.8769,169.2
-31.6589,169.48
-31.4509,169.32
-31.2434,169.24
-31.0343,168.96
-30.8262,169
-30.6318,169.68
-30.441,169.44
-30.2499,169.28
-30.0591,168.96
-29.868,168.76
-29.6859,169.6
-29.5094,169.2
-29.3333,169.28
-29.1568,169.4
-28.9807,169.32
-28.8056,169.36
-28.6401,169.12
-28.4766,169.12
-28.3125,169.32
-28.149,169.24
-27.9851,169.8
-27.8221,169.6
-27.6674,169.08
-27.5148,169.16
-27.3616,169.44
-27.209,169.44
-27.0564,169.6
-26.9031,169.72
-26.754,169.4
-26.611,168.8
-26.467,169.04
-26.3248,169.2
-26.1804,168.92
-26.0382,168.92
-25.8943,169
-25.7547,169.64
-25.6196,169.36
-25.4854,169.2
-25.3498,169.36
-25.216,168.84
-25.0799,169.32
-24.9463,169.4
-24.8111,169.36
-24.6846,169.8
-24.5558,169.12
-24.4291,169.44
-24.3022,169.24
-24.1737,169.32
-24.0477,168.92
-23.9192,169.32
-23.7939,168.8
-23.6738,169.2
-23.5518,169.32
-23.4318,169.4
-23.3112,168.8
-23.1828,168.84
-23.057,169.08
-22.9287,169.4
-22.8028,169.16
-22.6828,169.32
-22.5611,169.04
-22.4407,169.44
-22.3203,168.88
-22.1922,168.8
-22.066,169.04
-21.9386,169.12
-21.8117,169.12
-21.6918,168.84
-21.5702,168.48
-21.4496,168.92
-21.3296,169.44
-21.2016,169.28
-21.075,169.16
-20.9481,169.04
-20.8206,169.08
-20.7007,169.04
-20.5796,168.96
-20.4585,168.84
-20.3386,169.28
-20.2111,169.2
-20.0842,169.04
-19.9576,169.12
-19.8296,169.68
-19.7096,169.16
-19.589,169.12
-19.4674,168.88
-19.3476,169.48
-19.2206,169.16
-19.0932,169.04
-18.967,169
-18.839,169.04
-18.7185,168.92
-18.5981,169.12
-18.4764,168.84
-18.3565,169.08
-18.2305,169.04
-18.1022,168.76
-17.9764,169.12
-17.848,168.88
-17.7274,168.44
-17.6074,169.08
-17.4854,168.6
-17.3654,168.28
-17.24,168.44
-17.1115,168.6
-16.9855,168.84
-16.8575,168.68
-16.7363,168.04
-16.6164,168.8
-16.4947,168.72
-16.3743,169.16
-16.2495,168.84
-16.1206,168.76
-15.9948,168.96
-15.8669,168.76
-15.7452,168.44
-15.6254,168.52
-15.5038,168.88
-15.3832,169
-15.2589,168.48
-15.13,168.6
-15.0038,169.28
-14.8764,169
-14.7542,168.6
-14.6343,168.6
-14.5132,169.28
-14.3921,168.8
-14.2683,168.68
-14.1394,168.6
-14.0128,169.08
-13.8859,169.24
-13.7631,168.52
-13.6432,168.8
-13.5226,168.72
-13.401,168.92
-13.2774,168.44
-13.1489,168.56
-13.022,168.52
-12.8954,168.6
-12.772,168.84
-12.6521,168.52
-12.5317,168.48
-12.41,168.64
-12.2867,168.68
-12.1584,168.84
-12.031,168.44
-11.9048,168.24
-11.7809,168.44
-11.661,168.08
-11.541,168.6
-11.419,168.48
-11.2957,168.52
-11.1683,168.4
-11.04,168.72
-10.9142,168.56
-10.7899,168.48
-10.6699,168.2
-10.55,168.36
-10.4283,168.72
-10.3047,168.48
-10.1778,168.12
-10.0493,168.32
-9.92327,168.44
-9.79926,169
-9.67883,168.36
-9.55899,168.12
-9.43736,168.72
-9.31395,168.68
-9.18729,168.36
-9.05841,168.36
-8.93261,168.32
-8.80834,168.72
-8.68773,168.56
-8.56789,168.36
-8.44678,168.2
-8.32294,168.64
-8.1967,168.08
-8.06783,168.28
-7.94159,168.2
-7.81775,168.36
-7.69664,168.68
-7.5768,168
-7.4562,167.92
-7.33193,167.96
-7.20612,168.64
-7.07724,168.64
-6.95058,168.56
-6.82717,168.4
-6.70554,168.32
-6.5857,168.24
-6.46527,167.92
-6.34126,168.2
-6.21519,168
-6.08674,168.12
-5.95983,168.28
-5.83624,168.12
-5.71453,167.96
-5.59461,168.08
-5.4746,168.04
-5.35033,168.24
-5.22452,167.72
-5.09624,168.04
-4.96882,168.12
-4.84557,168.16
-4.72352,168.04
-4.60351,168.12
-4.48359,168.4
-4.35975,167.88
-4.23351,167.48
-4.10609,168.28
-3.9778,167.8
-3.85456,168.32
-3.73285,167.64
-3.61241,168
-3.49257,167.88
-3.36916,167.8
-3.2425,167.4
-3.11559,167.92
-2.98714,167.76
-2.86355,168
-2.74192,167.52
-2.62132,168
-2.50148,167.88
-2.37866,167.64
-2.25175,167.6
-2.12509,167.68
-1.99621,167.96
-1.87245,168.52
-1.75134,168.28
-1.63022,168.2
-1.51038,168.6
-1.38816,168.12
-1.26074,167.72
-1.1345,167.48
-1.00562,167.88
-0.881354,167.2
-0.760752,166.32
